recordingId,frame,uniqueTrackId,class,width,length,sceneId,roadWidth,sceneX,sceneY,sceneXVelocity,sceneYVelocity,sceneXAcceleration,sceneYAcceleration
30,10793,30147,car,1.94348,4.04598,340,20.0,5.627121512593411,14.826201333732705,0.27163558093429074,2.863485008459161,0.07550145945718345,0.01481653197905608
30,10795,30147,car,1.94348,4.04598,340,20.0,5.5720457579162765,14.255175660976436,0.27537877338567274,2.855128363781345,-0.018715962256909968,0.04178322338908025
30,10797,30147,car,1.94348,4.04598,340,20.0,5.519237198666424,13.68738849480415,0.26404279624926197,2.8389358308614288,0.05667988568205384,0.08096266459958201
30,10799,30147,car,1.94348,4.04598,340,20.0,5.469548204008511,13.122899557968463,0.2484449732895655,2.8224446841784356,0.07798911479848236,0.08245573341496559
30,10801,30147,car,1.94348,4.04598,340,20.0,5.431864262129189,12.56108067876945,0.18841970939661223,2.8090943959950643,0.3001263194647663,0.06675144091685681
30,10803,30147,car,1.94348,4.04598,340,20.0,5.397351623791433,12.003052292130416,0.1725631916887771,2.7901419331951693,0.07928258853917569,0.09476231399947466
30,10805,30147,car,1.94348,4.04598,340,20.0,5.364528641908235,11.449261636141804,0.16411490941599105,2.7689532799430605,0.042241411363930226,0.10594326626054418
30,10807,30147,car,1.94348,4.04598,340,20.0,5.336752546601376,10.900329924059593,0.13888047653429325,2.7446585604110574,0.126172164408489,0.12147359766001564
30,10809,30147,car,1.94348,4.04598,340,20.0,5.313265662008637,10.35655720136,0.1174344229636981,2.718863613497966,0.10723026785297574,0.12897473456545683
30,10811,30147,car,1.94348,4.04598,340,20.0,5.293851357929383,9.818655908465928,0.09707152039626799,2.689506464470357,0.1018145128371506,0.146785745138045
30,10813,30147,car,1.94348,4.04598,340,20.0,5.277385264112482,9.286346060487876,0.08233046908450614,2.6615492398902596,0.07370525655880922,0.1397861229004871
30,10815,30147,car,1.94348,4.04598,340,20.0,5.263759635729269,8.759887832466736,0.0681281419160662,2.632291140105698,0.07101163584219972,0.14629049892280754
30,10817,30147,car,1.94348,4.04598,340,20.0,5.251179813627597,8.239050359663665,0.06289911050835872,2.604187364015358,0.02614515703853737,0.14051888045170102
30,10819,30147,car,1.94348,4.04598,340,20.0,5.237195547374021,7.724332914362503,0.06992133126788147,2.5735872265058113,-0.03511110379761373,0.153000687547733
30,10821,30147,car,1.94348,4.04598,340,20.0,5.221213249526437,7.2152290837390165,0.07991148923791602,2.5455191531174304,-0.04995078985017276,0.14034036694190455
30,10823,30147,car,1.94348,4.04598,340,20.0,5.202698843051975,6.711731011396229,0.09257203237231337,2.5174903617139366,-0.06330271567198675,0.14014395701746896
30,10825,30147,car,1.94348,4.04598,340,20.0,5.180713712368059,6.213837809565947,0.10992565341958027,2.489466009151413,-0.08676810523633449,0.14012176281261723
30,10827,30147,car,1.94348,4.04598,340,20.0,5.1522690972782295,5.719631064192728,0.14222307544914603,2.471033726866092,-0.1614871101478288,0.09216141142660561
30,10829,30147,car,1.94348,4.04598,340,20.0,5.118509893738803,5.230668405928945,0.16879601769713037,2.4448132913189147,-0.13286471123992172,0.13110217773588673
30,10831,30147,car,1.94348,4.04598,340,20.0,5.084692316259483,4.745750372800224,0.16908788739660174,2.4245901656436075,-0.0014593484973568494,0.10111562837653576
30,10833,30147,car,1.94348,4.04598,340,20.0,5.049986294880247,4.266585292603399,0.17353010689618031,2.395825400984122,-0.02221109749789285,0.1438238232974287
30,10835,30147,car,1.94348,4.04598,340,20.0,5.010129561128162,3.793208766807483,0.19928366876042602,2.366882628979581,-0.12876780932122855,0.14471386002270492
30,10837,30147,car,1.94348,4.04598,340,20.0,4.965814322927752,3.3274037559249883,0.22157619100204862,2.3290250544124746,-0.11146261120811296,0.18928787283553072
30,10839,30147,car,1.94348,4.04598,340,20.0,4.9116421579779646,2.868543174108837,0.27086082474893747,2.2943029090807565,-0.24642316873444425,0.17361072665859067
30,10841,30147,car,1.94348,4.04598,340,20.0,4.84689222144012,2.4157216028267907,0.3237496826892228,2.2641078564102313,-0.2644442897014265,0.15097526335262623
30,10843,30147,car,1.94348,4.04598,340,20.0,4.770673497157922,1.969864563666488,0.38109362141098835,2.2292851958015136,-0.2867196936088279,0.17411330304358819
30,10845,30147,car,1.94348,4.04598,340,20.0,4.681024323516378,1.5312493357441181,0.4482458682077217,2.193076139611849,-0.33576123398366686,0.18104528094832206
30,10847,30147,car,1.94348,4.04598,340,20.0,4.581894885123206,1.1003210500121958,0.49564719196586005,2.1546414286596116,-0.23700661879069163,0.19217355476118803
30,10849,30147,car,1.94348,4.04598,340,20.0,4.472247648632716,0.6776935668429196,0.5482361824524506,2.113137415846381,-0.262944952432953,0.20752006406615342
30,10851,30147,car,1.94348,4.04598,340,20.0,4.347580781173602,0.2640320184027318,0.6233343372955691,2.068307742200939,-0.3754907742155922,0.22414836822721051
30,10853,30147,car,1.94348,4.04598,340,20.0,4.21807274930825,-0.14231641666545247,0.6475401593267582,2.0317421753409213,-0.12102911015594575,0.18282783430008775
30,10855,30147,car,1.94348,4.04598,340,20.0,4.082267671289744,-0.5423505418152785,0.6790253900925336,2.00017062574913,-0.1574261538288768,0.15785774795895602
30,10857,30147,car,1.94348,4.04598,340,20.0,3.938755618704014,-0.937443711286269,0.7175602629286493,1.9754658473549525,-0.19267436418057837,0.12352389197088809
30,10859,30147,car,1.94348,4.04598,340,20.0,3.7851877098420044,-1.3291763220908153,0.7678395443100472,1.9586630540227312,-0.2513964069069896,0.08401396666110617
30,10861,30147,car,1.94348,4.04598,340,20.0,3.6256972206753586,-1.714008299407392,0.7974524458332288,1.9241598865828835,-0.14806450761590817,0.17251583719923858
30,10863,30147,car,1.94348,4.04598,340,20.0,3.458633220567675,-2.090600080608232,0.8353200005384176,1.8829589060041996,-0.18933777352594383,0.20600490289341966
30,10865,30147,car,1.94348,4.04598,340,20.0,3.2831288530410214,-2.4586756949581483,0.8775218376332683,1.8403780717495821,-0.2110091854742535,0.21290417127308725
30,10867,30147,car,1.94348,4.04598,340,20.0,3.1018282344063874,-2.8206105053628647,0.9065030931731699,1.8096740520235821,-0.14490627769950803,0.15352009863000005
30,10869,30147,car,1.94348,4.04598,340,20.0,2.9178810909681747,-3.178975216824415,0.9197357171910636,1.7918235573077523,-0.06616312008946856,0.0892524735791489
30,10871,30147,car,1.94348,4.04598,340,20.0,2.732389493772904,-3.535257895002778,0.9274579859763543,1.781413390891815,-0.03861134392645349,0.052050832079686415
30,10873,30147,car,1.94348,4.04598,340,20.0,2.5293357303657404,-3.8836298704344823,1.015268817035817,1.7418598771585203,-0.43905415529731373,0.19776756866647371
30,10875,30147,car,1.94348,4.04598,340,20.0,2.316932512713315,-4.230037996249829,1.0620160882621277,1.732040629076732,-0.23373635613155308,0.04909624040894123
30,10877,30147,car,1.94348,4.04598,340,20.0,2.102113426726695,-4.578055028585705,1.0740954299330996,1.7400851616793833,-0.06039670835485955,-0.04022266301325628
30,10879,30147,car,1.94348,4.04598,340,20.0,1.8841738034425952,-4.927891304438833,1.0896981164204989,1.7491813792656385,-0.07801343243699632,-0.04548108793127614
30,10881,30147,car,1.94348,4.04598,340,20.0,1.6634834636360296,-5.2800194045899875,1.103451699032828,1.7606405007557724,-0.06876791306164587,-0.057295607450669195
30,10883,30147,car,1.94348,4.04598,340,20.0,1.439736193995936,-5.633632152845198,1.1187363482004675,1.7680637412760536,-0.07642324583819748,-0.03711620260140602
30,10885,30147,car,1.94348,4.04598,340,20.0,1.2136079012023728,-5.989198750824073,1.1306414639678164,1.7778329898943745,-0.059525578836744364,-0.04884624309160479
30,10887,30147,car,1.94348,4.04598,340,20.0,0.9871973465066803,-6.347992069773003,1.1320527734784624,1.7939665947446493,-0.0070565475532302635,-0.08066802425137354
30,10889,30147,car,1.94348,4.04598,340,20.0,0.7580437618107996,-6.708530549579285,1.1457679234794038,1.8026923990314092,-0.06857575000470684,-0.043629021433799764
30,10891,30147,car,1.94348,4.04598,340,20.0,0.5269640806111191,-7.071362204533282,1.1553984059984024,1.8141582747699836,-0.04815241259499281,-0.05732937869287191
30,10893,30147,car,1.94348,4.04598,340,20.0,0.29629979537517936,-7.437344596891975,1.1533214261796987,1.829911961793469,0.010384899093518474,-0.0787684351174267
30,10895,30147,car,1.94348,4.04598,340,20.0,0.06742489329865187,-7.807205159941699,1.1443745103826375,1.8493028152486168,0.04473457898530597,-0.09695426727573953
30,10897,30147,car,1.94348,4.04598,340,20.0,-0.16027833027028482,-8.181070940772624,1.1385161178446834,1.869328904154628,0.0292919626897703,-0.10013044453005548
30,10899,30147,car,1.94348,4.04598,340,20.0,-0.3889772693015141,-8.558998537788222,1.1434946951561464,1.8896379850779876,-0.02489288655731503,-0.1015454046167985
30,10901,30147,car,1.94348,4.04598,340,20.0,-0.6180075054481815,-8.941363514911663,1.145151180733337,1.9118248856172038,-0.008282427885952792,-0.11093450269608063
30,10903,30147,car,1.94348,4.04598,340,20.0,-0.8456759140832988,-9.329509869537787,1.1383420431755864,1.940731773130624,0.03404568778875294,-0.14453443756710094
30,10905,30147,car,1.94348,4.04598,340,20.0,-1.0716197300349046,-9.721406714808616,1.1297190797580292,1.9594842263541423,0.04311481708778597,-0.09376226611759186
30,10907,30147,car,1.94348,4.04598,340,20.0,-1.2964319077889286,-10.116877968420676,1.1240608887701198,1.9773562680602996,0.02829095493954714,-0.08936020853078652
30,10909,30147,car,1.94348,4.04598,340,20.0,-1.5193142235860284,-10.51752907075901,1.1144115789854991,2.003255511691675,0.048246548923103205,-0.12949621815687706
30,10911,30147,car,1.94348,4.04598,340,20.0,-1.7400086560658572,-10.923678651667824,1.103472162399144,2.030747904544068,0.05469708293177611,-0.13746196426196455
30,10913,30147,car,1.94348,4.04598,340,20.0,-1.9576833213372318,-11.33444718332403,1.088373326356873,2.053842658281031,0.07549418021135512,-0.11547376868481507
30,23116,30366,car,1.89675,4.29245,340,20.0,5.688924936732499,14.429074075458121,-0.005388363877143476,3.2813771404754366,0.004536080838457579,0.10404049197605403
30,23118,30366,car,1.89675,4.29245,340,20.0,5.6900847547972715,13.777639045296205,-0.005799090323863609,3.2571751508095836,0.0020536322336006663,0.12100994832926482
30,23120,30366,car,1.89675,4.29245,340,20.0,5.687714673918784,13.133884120175917,0.011850404392439451,3.218774625601437,-0.0882474735815153,0.1920026260407326
