recordingId,frame,uniqueTrackId,sceneId,roadWidth,sceneX,sceneY,sceneXVelocity,sceneYVelocity,sceneXAcceleration,sceneYAcceleration
18,236,18001,222,9.0,8.79565089011224,4.4660575409378405,0.5050708253150216,0.19737977078621682,0.009579972851136986,0.14315498286865402
18,238,18001,222,9.0,8.693964390518461,4.431674185947898,0.5084324979688937,0.17191677494971191,-0.016808363269360527,0.12731497918252455
18,240,18001,222,9.0,8.59070613965056,4.402693348698065,0.5162912543395048,0.144904186249164,-0.039293781853055876,0.1350629435027395
18,242,18001,222,9.0,8.487225839733206,4.379976367626316,0.5174014995867715,0.11358490535874566,-0.0055512262363333065,0.15659640445209178
18,244,18001,222,9.0,8.38318897297452,4.362755715634154,0.5201843337934342,0.08610325996081247,-0.013914171033313494,0.13740822698966593
18,246,18001,222,9.0,8.277728877466409,4.349677842893509,0.5273004775405532,0.06538936370322546,-0.035580718735594985,0.10356948128793508
18,248,18001,222,9.0,8.170561413331917,4.340949061135317,0.5358373206724565,0.0436439087909557,-0.04268421565951641,0.10872727456134879
18,250,18001,222,9.0,8.061949527288899,4.33574495600771,0.5430594302150915,0.026020525638035252,-0.03611054771317512,0.08811691576460223
18,252,18001,222,9.0,7.951176259430783,4.332689857313161,0.5538663392905807,0.015275493472746149,-0.05403454537744601,0.05372516082644552
18,254,18001,222,9.0,7.8382601411815935,4.331050241646239,0.5645805912459467,0.008198078334609171,-0.05357125977683008,0.03538707569068489
18,256,18001,222,9.0,7.723603281433389,4.330450731278605,0.5732842987410214,0.0029975518381730737,-0.043518537475373265,0.026002632482180488
18,258,18001,222,9.0,7.607863368628265,4.330609110134993,0.5786995640256221,-0.000791894281939598,-0.027076326423003394,0.01894723060056336
18,260,18001,222,9.0,7.491505050420745,4.331912292362402,0.5817915910375993,-0.006515911137046082,-0.015460135059885971,0.02862008427553242
18,262,18001,222,9.0,7.374076533813742,4.3344898275180554,0.5871425830350141,-0.012887675778268104,-0.026754959987074223,0.03185882320611011
18,264,18001,222,9.0,7.255367545968456,4.338225159464143,0.5935449392264314,-0.01867665973043664,-0.032011780957086344,0.02894491976084268
18,266,18001,222,9.0,7.136918351047521,4.3435920880627314,0.5922459746046727,-0.02683464299294336,0.006494823108793568,0.04078991631253359
18,268,18001,222,9.0,7.018946797200527,4.350007996644199,0.5898577692349738,-0.03207954290733728,0.011941026848494296,0.026224499571969595
18,270,18001,222,9.0,6.901596726776922,4.357067534276018,0.586750352118024,-0.03529768815909495,0.0155370855847492,0.01609072625878838
18,272,18001,222,9.0,6.784879304032916,4.364954753557686,0.5835871137200277,-0.03943609640833845,0.0158161919899813,0.020692041246217485
18,274,18001,222,9.0,6.668364023769012,4.373075293257958,0.5825764013195212,-0.04060269850136411,0.005053562002532708,0.005833010465128297
18,276,18001,222,9.0,6.551704857032173,4.380113568349687,0.5832958336841942,-0.03519137545864304,-0.0035971618233654468,-0.02705661521360536
18,278,18001,222,9.0,6.434442599534005,4.3856290888539675,0.5863112874908394,-0.02757760252140251,-0.015077269033225704,-0.03806886468620263
18,280,18001,222,9.0,6.316663556684176,4.3893786442112805,0.5888952142491455,-0.01874777678656514,-0.012919633791530494,-0.044149128674186855
18,282,18001,222,9.0,6.198767289144144,4.3911956472738245,0.5894813377001595,-0.009085015312719769,-0.002930617255070267,-0.04831380736922686
18,284,18001,222,9.0,6.080849992464493,4.391125335371855,0.5895864833982545,0.000351559509845778,-0.0005257284904747195,-0.04718287411282773
