uniqueTrackId,initialFrame,finalFrame,numFrames,class,horizontalDirection,verticalDirection
30014,1826,2148,162,pedestrian,WEST,SOUTH
30035,3481,3785,153,pedestrian,WEST,SOUTH
30153,10927,11197,136,pedestrian,WEST,NORTH
30218,15650,15938,145,pedestrian,EAST,SOUTH
31370,24347,24661,158,pedestrian,WEST,SOUTH
31393,25338,25636,150,pedestrian,WEST,NORTH
32346,20046,20422,189,pedestrian,EAST,SOUTH
30147,10793,10913,61,car,WEST,SOUTH
30366,23116,23218,52,car,WEST,SOUTH
30134,9370,9452,42,bicycle,WEST,NORTH
31181,10999,11091,47,car,WEST,SOUTH
31328,21916,22020,53,car,WEST,SOUTH
31291,18835,18997,82,bicycle,EAST,NORTH
31334,22423,22661,120,bicycle,WEST,SOUTH
32197,9829,10089,131,car,EAST,NORTH
31047,1965,2559,298,fast_pedestrian,EAST,NORTH
