recordingId,frame,uniqueTrackId,class,width,length,sceneId,roadWidth,sceneX,sceneY,sceneXVelocity,sceneYVelocity,sceneXAcceleration,sceneYAcceleration
30,5919,30085,car,1.88085,4.16438,331,2.0,-10.960934656541996,-5.877196643493507,-1.6204032398013979,-2.074418689763724,-0.04048746180651541,-0.37823060483859194
30,5921,30085,car,1.88085,4.16438,331,2.0,-10.637874895831432,-5.476349122596053,-1.6152988035528182,-2.004237604487269,-0.025522181242898512,-0.3509054263822753
30,5923,30085,car,1.88085,4.16438,331,2.0,-10.315021850696027,-5.093537584307569,-1.6142652256770251,-1.9140576914424212,-0.005167889378965285,-0.4508995652242387
30,5925,30085,car,1.88085,4.16438,331,2.0,-9.993998366028098,-4.730527750705696,-1.605117423339646,-1.815049168009364,-0.04573901168689609,-0.49504261716528664
30,5927,30085,car,1.88085,4.16438,331,2.0,-9.673135902221926,-4.379410438799498,-1.6043123190308606,-1.7555865595309905,-0.004025521543926658,-0.29731304239186684
30,5929,30085,car,1.88085,4.16438,331,2.0,-9.34974595492029,-4.038880871090257,-1.6169497365081753,-1.7026478385462074,0.06318708738657364,-0.2646936049239157
30,5931,30085,car,1.88085,4.16438,331,2.0,-9.0237114192991,-3.7101136055629915,-1.63017267810595,-1.6438363276363255,0.06611470798887353,-0.2940575545494095
30,5933,30085,car,1.88085,4.16438,331,2.0,-8.694265969539456,-3.392629533942592,-1.647227248798222,-1.5874203581019986,0.08527285346136004,-0.28207984767163463
30,5935,30085,car,1.88085,4.16438,331,2.0,-8.359837440831782,-3.085062348133671,-1.6721426435383702,-1.5378359290446042,0.12457697370074072,-0.24792214528697176
30,5937,30085,car,1.88085,4.16438,331,2.0,-8.02627929928244,-2.7924901023444493,-1.6677907077467147,-1.4628612289461085,-0.021759678958277462,-0.3748735004924786
30,5939,30085,car,1.88085,4.16438,331,2.0,-7.690048715326006,-2.510134673651609,-1.681152919782165,-1.4117771434642012,0.06681106017725202,-0.2554204274095362
30,5941,30085,car,1.88085,4.16438,331,2.0,-7.345591831070736,-2.2370373324174864,-1.72228442127635,-1.3654867061706133,0.20565750747092437,-0.23145218646793975
30,5943,30085,car,1.88085,4.16438,331,2.0,-6.996202020621742,-1.975465629524348,-1.7469490522449727,-1.3078585144656918,0.12332315484311351,-0.2881409585246075
30,5945,30085,car,1.88085,4.16438,331,2.0,-6.649114275510915,-1.728161406968637,-1.7354387255541326,-1.2365211127785547,-0.057551633454200335,-0.35668700843568546
