uniqueTrackId,initialFrame,finalFrame,numFrames,class,horizontalDirection,verticalDirection
7044,3856,3960,53,pedestrian,EAST,NORTH
7047,4160,4276,59,pedestrian,EAST,NORTH
7081,9895,10009,58,pedestrian,WEST,SOUTH
7087,10140,10252,57,pedestrian,WEST,SOUTH
7093,11442,11530,45,pedestrian,WEST,NORTH
7094,12029,12125,49,pedestrian,EAST,NORTH
7116,15752,15890,70,pedestrian,WEST,SOUTH
7122,16096,16194,50,pedestrian,EAST,NORTH
7129,17161,17305,73,pedestrian,EAST,NORTH
7131,16743,16863,61,pedestrian,WEST,SOUTH
7160,22070,22130,31,pedestrian,EAST,NORTH
7177,23084,23188,53,pedestrian,WEST,SOUTH
7181,24006,24098,47,pedestrian,EAST,NORTH
7201,26035,26121,44,pedestrian,WEST,SOUTH
7205,26031,26109,40,pedestrian,WEST,SOUTH
8001,434,566,67,pedestrian,EAST,NORTH
8023,2287,2453,84,pedestrian,WEST,SOUTH
8026,2092,2204,57,pedestrian,WEST,SOUTH
8027,2096,2220,63,pedestrian,WEST,SOUTH
8040,2722,2810,45,pedestrian,EAST,NORTH
8110,7894,7984,46,pedestrian,WEST,SOUTH
8136,9326,9428,52,pedestrian,EAST,NORTH
8158,10405,10515,56,pedestrian,WEST,SOUTH
8165,11793,11963,86,pedestrian,EAST,NORTH
8181,11966,12034,35,pedestrian,WEST,SOUTH
8193,13251,13299,25,pedestrian,WEST,SOUTH
8214,14294,14358,33,pedestrian,WEST,SOUTH
8217,14651,14775,63,pedestrian,EAST,NORTH
8274,18597,18695,50,pedestrian,EAST,NORTH
8277,18582,18676,48,pedestrian,WEST,SOUTH
8281,19243,19349,54,pedestrian,WEST,SOUTH
8291,20570,20778,105,pedestrian,EAST,NORTH
8304,20284,20378,48,pedestrian,EAST,NORTH
8391,24992,25080,45,pedestrian,WEST,SOUTH
8398,25656,25748,47,pedestrian,WEST,SOUTH
9023,1495,1605,56,pedestrian,EAST,NORTH
9072,6429,6557,65,pedestrian,EAST,NORTH
9186,16254,16366,57,pedestrian,EAST,NORTH
9187,16235,16333,50,pedestrian,EAST,NORTH
9189,16456,16566,56,pedestrian,WEST,SOUTH
9192,16165,16317,77,pedestrian,WEST,SOUTH
9198,17078,17194,59,pedestrian,WEST,SOUTH
9216,18534,18622,45,pedestrian,WEST,SOUTH
