uniqueTrackId,initialFrame,finalFrame,numFrames,class,horizontalDirection,verticalDirection
8042,2923,3065,72,pedestrian,WEST,SOUTH
8265,17836,17934,50,pedestrian,WEST,NORTH
8363,23505,23619,58,pedestrian,WEST,NORTH
9002,834,926,47,pedestrian,EAST,SOUTH
10248,20985,21069,43,pedestrian,WEST,NORTH
11239,18430,18498,35,pedestrian,EAST,SOUTH
11261,19855,19979,63,pedestrian,WEST,NORTH
11262,19845,19989,73,pedestrian,WEST,NORTH
12278,21033,21125,47,pedestrian,EAST,SOUTH
12316,23194,23310,59,pedestrian,WEST,NORTH
13236,17138,17236,50,pedestrian,WEST,NORTH
13269,19027,19119,47,pedestrian,WEST,NORTH
14282,19793,19905,57,pedestrian,EAST,SOUTH
15307,24698,24778,41,pedestrian,WEST,NORTH
16004,1432,1530,50,pedestrian,WEST,NORTH
16155,10976,11040,33,pedestrian,EAST,SOUTH
16222,15222,15294,37,pedestrian,WEST,NORTH
16235,17691,17797,54,pedestrian,WEST,SOUTH
17162,11466,11502,19,pedestrian,EAST,SOUTH
17300,21585,21625,21,pedestrian,EAST,SOUTH
17320,22210,22320,56,pedestrian,WEST,NORTH
7000,4,54,26,car,EAST,SOUTH
7017,534,768,118,car,WEST,SOUTH
7029,1661,1817,79,car,WEST,SOUTH
7050,4186,4272,44,car,EAST,NORTH
7067,7304,7778,238,car,EAST,SOUTH
7069,7366,7518,77,car,WEST,SOUTH
7111,13928,14022,48,car,EAST,SOUTH
7143,18353,18451,50,car,EAST,SOUTH
7148,18994,19074,41,car,EAST,NORTH
7149,19181,19251,36,car,EAST,SOUTH
7153,19548,19682,68,car,WEST,SOUTH
7156,19937,20031,48,car,EAST,NORTH
708300,9527,9669,148,bicycle,EAST,SOUTH
708301,9875,10123,254,bicycle,WEST,NORTH
7084,9619,9845,114,truck_bus,WEST,SOUTH
8013,632,706,38,car,EAST,NORTH
8015,745,819,38,car,EAST,NORTH
8047,3459,3541,42,car,EAST,SOUTH
8053,3724,3880,79,car,WEST,SOUTH
8074,4727,4861,68,car,WEST,SOUTH
8078,4914,5150,119,car,WEST,SOUTH
8082,5137,5491,178,car,WEST,SOUTH
8084,5191,5569,190,car,WEST,SOUTH
8103,6313,6387,38,car,EAST,NORTH
8114,7568,7794,114,car,WEST,SOUTH
8122,8258,8396,70,car,WEST,SOUTH
8134,8710,9024,158,car,WEST,SOUTH
8144,8963,9301,170,car,WEST,SOUTH
8150,9431,9751,161,car,WEST,SOUTH
8157,9656,9804,75,car,WEST,SOUTH
8160,9881,10025,73,car,WEST,SOUTH
8173,10885,11007,62,car,WEST,SOUTH
8175,11393,11475,42,car,EAST,SOUTH
8177,11438,11516,40,car,EAST,NORTH
8192,12606,12740,68,car,WEST,SOUTH
8197,13081,13497,209,car,WEST,SOUTH
8204,13430,13580,76,car,WEST,SOUTH
8212,13772,13924,77,car,WEST,SOUTH
8227,14604,14866,132,car,WEST,SOUTH
8228,14663,14907,123,car,WEST,SOUTH
8235,15452,15576,63,car,WEST,SOUTH
8255,16681,16845,83,car,WEST,SOUTH
8262,17085,17217,67,car,WEST,SOUTH
8269,17601,17925,163,car,WEST,SOUTH
8288,18903,19227,163,car,WEST,SOUTH
8296,19433,19589,79,car,EAST,NORTH
8318,20819,20925,54,car,WEST,SOUTH
8334,21616,21760,73,car,WEST,SOUTH
8339,21873,21983,56,car,WEST,SOUTH
8341,22074,22640,284,car,WEST,SOUTH
8361,22917,23057,71,car,WEST,SOUTH
8372,23968,24108,71,car,WEST,SOUTH
8374,24089,24205,59,car,WEST,SOUTH
8394,24833,24963,66,car,WEST,SOUTH
8396,25058,25150,47,car,WEST,SOUTH
