recordingId,frame,uniqueTrackId,sceneId,roadWidth,sceneX,sceneY,sceneXVelocity,sceneYVelocity,sceneXAcceleration,sceneYAcceleration
7,2837,7031,120,6,1.12472028,2.937979988,0.094398755,0.661993369,-0.04118897,-0.017147339
7,2839,7031,120,6,1.104772798,2.806521766,0.099737411,0.657291108,-0.026693281,0.0235113
7,2841,7031,120,6,1.083962645,2.676619179,0.104050763,0.649512934,-0.021566757,0.038890873
7,2843,7031,120,6,1.062388817,2.548470217,0.107869139,0.64074481,-0.019091883,0.04384062
7,2845,7031,120,6,1.040277588,2.421466768,0.110556145,0.635017245,-0.013435029,0.028637825
7,2847,7031,120,6,1.017883517,2.294760304,0.111970359,0.633532321,-0.007071068,0.007424621
7,2849,7031,120,6,0.995538942,2.169333703,0.111722871,0.627133004,0.001237437,0.031996582
7,2851,7031,120,6,0.973378216,2.046070849,0.110803633,0.61631427,0.004596194,0.054093669
7,2853,7031,120,6,0.951712464,1.924858605,0.108328759,0.606061222,0.012374369,0.051265242
7,2855,7031,120,6,0.930789174,1.804841371,0.104616448,0.60008617,0.018561553,0.029875262
7,2857,7031,120,6,0.910947758,1.684604934,0.099207081,0.601182185,0.027046834,-0.005480078
7,2859,7031,120,6,0.894118617,1.562841146,0.084145707,0.608818939,0.075306872,-0.038183766
7,2861,7031,120,6,0.886142452,1.438644911,0.039880822,0.620981175,0.221324423,-0.060811183
7,2863,7031,120,6,0.887394031,1.312673838,-0.006257895,0.629855365,0.230693587,-0.044370951
7,2865,7031,120,6,0.895610612,1.184305673,-0.041082904,0.641840825,0.174125045,-0.0599273
7,2867,7031,120,6,0.904675721,1.054735426,-0.045325545,0.647851233,0.021213203,-0.030052038
7,2869,7031,120,6,0.913762043,0.923941885,-0.045431611,0.653967707,0.00053033,-0.030582368
7,2871,7031,120,6,0.922459456,0.79179777,-0.043487067,0.660720576,-0.009722718,-0.033764349
7,2873,7031,120,6,0.930159849,0.658373791,-0.038501964,0.667119893,-0.024925514,-0.031996582
7,2875,7031,120,6,0.936339963,0.525154874,-0.030900566,0.666094588,-0.038006989,0.005126524
7,2877,7031,120,6,0.940879588,0.393321885,-0.022698128,0.659164941,-0.041012193,0.034648232
7,2879,7031,120,6,0.942972624,0.261234339,-0.01046518,0.660437734,-0.061164737,-0.006363961
7,2881,7031,120,6,0.941876609,0.128178056,0.005480078,0.665281415,-0.07972629,-0.024218407
7,2883,7031,120,6,0.937655181,-0.005613619,0.021107137,0.66895837,-0.078135299,-0.018384776
7,2885,7031,120,6,0.930732606,-0.138910318,0.034612877,0.666483497,-0.067528698,0.012374369
7,2887,7031,120,6,0.921363441,-0.270467534,0.046845824,0.657786083,-0.061164737,0.043487067
7,2889,7031,120,6,0.910247722,-0.400589324,0.055578593,0.650608949,-0.043663844,0.035885669
7,2891,7031,120,6,0.897399592,-0.529855515,0.064240651,0.646330953,-0.04331029,0.02138998
7,2893,7031,120,6,0.882302862,-0.658838863,0.075483649,0.64491674,-0.056214989,0.007071068
7,2895,7031,120,6,0.865296944,-0.78755351,0.08502959,0.643573237,-0.047729708,0.006717514
7,2897,7031,120,6,0.847364716,-0.914988294,0.08966114,0.637173921,-0.023157747,0.031996582
7,2899,7031,120,6,0.834495373,-1.042027099,0.064346717,0.635194022,0.126572114,0.009899495
7,2901,7031,120,6,0.829078935,-1.170211416,0.02708219,0.640921586,0.186322637,-0.028637825
7,2903,7031,120,6,0.825543401,-1.298918992,0.01767767,0.643537882,0.047022601,-0.013081475
7,2905,7031,120,6,0.826978828,-1.429175133,-0.007177134,0.651280701,0.124274017,-0.038714096
7,2907,7031,120,6,0.833993327,-1.561008121,-0.035072496,0.659164941,0.139476813,-0.039421203
7,2909,7031,120,6,0.844062528,-1.6933078,-0.050346003,0.661498394,0.076367532,-0.011667262
7,2911,7031,120,6,0.85613284,-1.826646925,-0.060351564,0.666695629,0.050027805,-0.025986174
7,2913,7031,120,6,0.868662772,-1.960502239,-0.062649661,0.669276568,0.011490485,-0.012904699
