uniqueTrackId,initialFrame,finalFrame,numFrames,class,horizontalDirection,verticalDirection
21102,4481,4609,65,pedestrian,EAST,SOUTH
23118,6059,6123,33,pedestrian,EAST,SOUTH
26255,13481,13499,10,pedestrian,WEST,NORTH
27147,7291,7375,43,pedestrian,EAST,SOUTH
27159,7286,7374,45,pedestrian,EAST,SOUTH
27418,22968,23154,94,pedestrian,EAST,NORTH
27424,23061,23139,40,pedestrian,EAST,NORTH
18000,4,132,65,car,WEST,NORTH
18037,1308,1534,114,car,EAST,SOUTH
18051,1976,2168,97,car,WEST,NORTH
18052,2113,2341,115,car,WEST,NORTH
18056,2385,2567,92,car,EAST,SOUTH
18073,4030,4434,203,car,EAST,SOUTH
18089,4919,5061,72,car,WEST,NORTH
18095,5495,5633,70,car,EAST,SOUTH
18104,6134,6242,55,car,EAST,SOUTH
18111,6494,6866,187,car,WEST,NORTH
18118,6993,7185,97,car,EAST,SOUTH
18132,7809,8005,99,car,EAST,SOUTH
18133,7862,8034,87,car,EAST,SOUTH
18135,7965,8163,100,car,WEST,NORTH
18159,9503,9707,103,car,EAST,SOUTH
18164,9939,10193,128,car,EAST,NORTH
18167,10121,10557,219,car,EAST,SOUTH
18172,10267,10657,196,car,EAST,SOUTH
18174,10496,10714,110,car,EAST,SOUTH
18175,10777,10935,80,car,EAST,SOUTH
18187,11949,12233,143,car,EAST,SOUTH
18192,12273,12457,93,car,EAST,NORTH
18197,12945,13153,105,car,WEST,NORTH
18206,13434,13582,75,car,EAST,SOUTH
18208,13651,13885,118,car,EAST,SOUTH
18223,14654,14812,80,car,EAST,SOUTH
18227,14828,15034,104,car,EAST,SOUTH
18231,15001,15161,81,car,EAST,SOUTH
18232,14986,15472,244,car,EAST,SOUTH
18238,15418,15622,103,car,EAST,SOUTH
18250,15909,16217,155,car,WEST,SOUTH
18254,16327,16517,96,car,WEST,NORTH
18264,17340,17568,115,car,EAST,SOUTH
18268,17910,18066,79,car,EAST,SOUTH
18270,18117,18265,75,car,EAST,SOUTH
18271,18205,18369,83,car,EAST,SOUTH
18286,19177,19395,110,car,EAST,SOUTH
18289,19633,19761,65,car,EAST,SOUTH
18293,19712,19860,75,car,WEST,NORTH
18307,20370,20572,102,car,EAST,SOUTH
18310,20599,20933,168,car,EAST,SOUTH
18316,20820,21132,157,car,EAST,SOUTH
18328,21297,21509,107,car,EAST,SOUTH
18329,21392,21598,104,car,EAST,SOUTH
18330,21464,21658,98,car,EAST,SOUTH
18332,21569,21749,91,car,EAST,SOUTH
18335,22070,22260,96,car,EAST,SOUTH
18343,22596,22776,91,car,EAST,SOUTH
18346,23026,23212,94,car,WEST,NORTH
18350,23285,23417,67,car,WEST,NORTH
18354,23510,23664,78,car,EAST,SOUTH
18362,24024,24184,81,car,EAST,SOUTH
18367,24245,24727,242,car,EAST,SOUTH
18372,24688,24882,98,car,EAST,SOUTH
18380,24966,25166,101,car,EAST,SOUTH
18381,25011,25205,98,car,EAST,SOUTH
18394,26139,26299,81,car,WEST,NORTH
18395,26302,26570,135,car,EAST,SOUTH
18398,26863,27055,97,car,EAST,SOUTH
18400,26939,27125,94,car,EAST,SOUTH
18402,26994,27170,89,car,EAST,SOUTH
18405,27073,27251,90,car,EAST,SOUTH
18406,27115,27301,94,car,EAST,SOUTH
18407,27177,27361,93,car,EAST,SOUTH
18416,27472,27784,157,car,EAST,SOUTH
18418,27622,27986,183,car,EAST,SOUTH
18125,7366,7654,145,bicycle,EAST,SOUTH
18146,8478,8640,82,bicycle,WEST,NORTH
18152,9143,9309,84,bicycle,WEST,NORTH
18169,10191,10599,205,bicycle,EAST,SOUTH
18189,12204,12460,129,bicycle,EAST,SOUTH
18190,12227,12467,121,bicycle,EAST,SOUTH
18218,14277,14435,80,bicycle,EAST,SOUTH
18221,14301,14441,71,bicycle,EAST,SOUTH
18260,16923,17091,85,bicycle,EAST,SOUTH
18391,25577,25741,83,bicycle,EAST,SOUTH
19016,314,430,59,car,EAST,SOUTH
19018,448,614,84,car,EAST,SOUTH
19021,1078,1204,64,car,WEST,NORTH
19028,1641,1771,66,car,EAST,SOUTH
