uniqueTrackId,initialFrame,finalFrame,numFrames,class,horizontalDirection,verticalDirection
18023,750,858,55,pedestrian,EAST,SOUTH
18042,1635,1767,67,pedestrian,WEST,NORTH
18053,2694,2812,60,pedestrian,EAST,SOUTH
18069,4178,4262,43,pedestrian,EAST,SOUTH
18090,5365,5433,35,pedestrian,EAST,SOUTH
18107,6601,6699,50,pedestrian,WEST,NORTH
18112,6611,6701,46,pedestrian,WEST,NORTH
18121,7401,7487,44,pedestrian,EAST,SOUTH
18127,8300,8412,57,pedestrian,WEST,SOUTH
18134,8295,8409,58,pedestrian,WEST,SOUTH
18162,10312,10372,31,pedestrian,WEST,NORTH
18166,10280,10350,36,pedestrian,EAST,SOUTH
18168,10245,10351,54,pedestrian,EAST,NORTH
18180,11874,11962,45,pedestrian,EAST,SOUTH
18181,11979,12065,44,pedestrian,EAST,SOUTH
18201,13205,13293,45,pedestrian,WEST,NORTH
18204,13289,13377,45,pedestrian,WEST,NORTH
18214,14236,14320,43,pedestrian,EAST,SOUTH
18225,15254,15324,36,pedestrian,WEST,SOUTH
18248,15954,16044,46,pedestrian,WEST,NORTH
18273,18402,18468,34,pedestrian,WEST,NORTH
18279,18965,19061,49,pedestrian,EAST,SOUTH
18280,19003,19099,49,pedestrian,EAST,SOUTH
18281,18969,19067,50,pedestrian,EAST,SOUTH
18298,20230,20318,45,pedestrian,WEST,NORTH
18304,20608,20704,49,pedestrian,EAST,SOUTH
18306,20687,20781,48,pedestrian,EAST,SOUTH
18308,20670,20712,22,pedestrian,EAST,SOUTH
18311,20908,20984,39,pedestrian,EAST,SOUTH
18313,20704,20762,30,pedestrian,EAST,SOUTH
18337,22278,22342,33,pedestrian,EAST,SOUTH
18344,23617,23697,41,pedestrian,EAST,NORTH
18382,25385,25481,49,pedestrian,EAST,SOUTH
18420,27709,27779,36,pedestrian,WEST,NORTH
18422,27814,27874,31,pedestrian,EAST,NORTH
19045,2835,2917,42,pedestrian,EAST,SOUTH
19047,2840,2928,45,pedestrian,EAST,SOUTH
19055,2842,2926,43,pedestrian,EAST,SOUTH
19057,2814,2900,44,pedestrian,EAST,SOUTH
19059,3248,3338,46,pedestrian,EAST,SOUTH
19060,3294,3386,47,pedestrian,EAST,SOUTH
19070,3972,4056,43,pedestrian,EAST,SOUTH
19071,4032,4124,47,pedestrian,EAST,SOUTH
19132,8878,8956,40,pedestrian,WEST,NORTH
19133,9167,9273,54,pedestrian,EAST,SOUTH
19140,9514,9596,42,pedestrian,WEST,NORTH
19150,9959,10071,57,pedestrian,WEST,NORTH
19153,9944,10070,64,pedestrian,WEST,NORTH
19178,11927,12007,41,pedestrian,WEST,NORTH
19180,11926,12004,40,pedestrian,WEST,NORTH
19199,14754,14832,40,pedestrian,EAST,SOUTH
19205,15176,15272,49,pedestrian,WEST,NORTH
19212,15804,15924,61,pedestrian,WEST,NORTH
19214,15818,15940,62,pedestrian,WEST,NORTH
19235,16855,16943,45,pedestrian,WEST,NORTH
19240,17065,17085,11,pedestrian,WEST,NORTH
19242,17068,17158,46,pedestrian,EAST,NORTH
19243,17054,17136,42,pedestrian,WEST,NORTH
19283,20569,20659,46,pedestrian,EAST,SOUTH
19289,20298,20396,50,pedestrian,WEST,NORTH
19293,20568,20660,47,pedestrian,EAST,SOUTH
19295,20561,20651,46,pedestrian,EAST,SOUTH
19320,22291,22377,44,pedestrian,EAST,SOUTH
19337,23100,23180,41,pedestrian,EAST,SOUTH
19346,23768,23864,49,pedestrian,WEST,NORTH
19349,24066,24164,50,pedestrian,EAST,SOUTH
20022,501,599,50,pedestrian,WEST,NORTH
20023,461,581,61,pedestrian,WEST,NORTH
20028,506,558,27,pedestrian,EAST,NORTH
20043,1657,1741,43,pedestrian,EAST,SOUTH
20048,1979,2063,43,pedestrian,WEST,NORTH
20052,2326,2410,43,pedestrian,WEST,NORTH
20054,3227,3337,56,pedestrian,EAST,SOUTH
20078,4219,4323,53,pedestrian,WEST,NORTH
20083,4294,4378,43,pedestrian,EAST,SOUTH
20086,4317,4387,36,pedestrian,EAST,SOUTH
20087,4416,4498,42,pedestrian,WEST,NORTH
20098,5225,5313,45,pedestrian,EAST,SOUTH
20099,5118,5204,44,pedestrian,WEST,NORTH
20100,5128,5214,44,pedestrian,WEST,NORTH
20121,6350,6424,38,pedestrian,EAST,SOUTH
20122,6349,6431,42,pedestrian,EAST,SOUTH
20131,6817,6903,44,pedestrian,EAST,SOUTH
20136,7048,7116,35,pedestrian,WEST,NORTH
20137,7043,7111,35,pedestrian,WEST,NORTH
20156,8346,8428,42,pedestrian,WEST,NORTH
20189,10761,10839,40,pedestrian,WEST,SOUTH
20219,13358,13446,45,pedestrian,EAST,SOUTH
20222,13562,13664,52,pedestrian,WEST,NORTH
20224,13583,13685,52,pedestrian,WEST,NORTH
20229,13961,14071,56,pedestrian,EAST,SOUTH
20234,15145,15247,52,pedestrian,WEST,SOUTH
20252,15895,15987,47,pedestrian,WEST,SOUTH
20257,15572,15658,44,pedestrian,WEST,NORTH
20261,15605,15691,44,pedestrian,WEST,NORTH
20263,16287,16345,30,pedestrian,EAST,SOUTH
20279,17806,17878,37,pedestrian,EAST,SOUTH
20287,18737,18831,48,pedestrian,EAST,NORTH
20296,18448,18528,41,pedestrian,WEST,NORTH
20312,19527,19607,41,pedestrian,WEST,NORTH
20314,20322,20528,104,pedestrian,WEST,NORTH
