uniqueTrackId,initialFrame,finalFrame,numFrames,class,horizontalDirection,verticalDirection
137,9228,9830,302,pedestrian,WEST,NORTH
138,9171,9949,390,pedestrian,WEST,NORTH
184,12385,12731,174,pedestrian,WEST,NORTH
185,12386,12742,179,pedestrian,WEST,NORTH
247,16102,16380,140,pedestrian,WEST,NORTH
258,17085,17465,191,pedestrian,WEST,NORTH
291,19361,19683,162,pedestrian,WEST,NORTH
315,21008,21268,131,pedestrian,WEST,NORTH
331,21750,22062,157,pedestrian,WEST,NORTH
333,21746,22056,156,pedestrian,WEST,NORTH
1128,10431,10725,148,pedestrian,EAST,SOUTH
1241,16634,16986,177,pedestrian,WEST,NORTH
2191,10607,10937,166,pedestrian,WEST,NORTH
2231,13243,14201,480,pedestrian,WEST,NORTH
2330,18344,18678,168,pedestrian,WEST,NORTH
3213,17909,18231,162,pedestrian,WEST,NORTH
4087,7146,7438,147,pedestrian,WEST,NORTH
4162,15387,15655,135,pedestrian,EAST,SOUTH
5259,20188,20462,138,pedestrian,WEST,NORTH
5279,21994,22340,174,pedestrian,EAST,SOUTH
5280,22000,22344,173,pedestrian,EAST,SOUTH
6002,420,728,155,pedestrian,WEST,NORTH
6003,430,744,158,pedestrian,WEST,NORTH
6007,426,738,157,pedestrian,WEST,NORTH
6042,3114,3418,153,pedestrian,EAST,SOUTH
6102,7457,7793,169,pedestrian,EAST,SOUTH
6117,7326,7354,15,pedestrian,EAST,NORTH
6164,12830,13200,186,pedestrian,WEST,NORTH
6175,14318,14674,179,pedestrian,EAST,SOUTH
6176,14326,14682,179,pedestrian,EAST,SOUTH
6178,14288,14660,187,pedestrian,EAST,SOUTH
6183,14836,15184,175,pedestrian,EAST,SOUTH
1,4,430,214,car,WEST,SOUTH
8,232,284,27,car,WEST,NORTH
9,273,321,25,car,WEST,NORTH
10,308,358,26,car,WEST,NORTH
11,548,596,25,car,WEST,NORTH
18,1120,1162,22,car,WEST,NORTH
20,1162,1206,23,car,WEST,NORTH
22,1566,1610,23,car,WEST,NORTH
23,1754,1804,26,car,WEST,NORTH
24,1812,1858,24,car,WEST,NORTH
27,2123,2167,23,car,WEST,NORTH
29,2165,2221,29,car,WEST,NORTH
33,2653,2699,24,car,WEST,NORTH
37,2951,2995,23,car,WEST,NORTH
38,3003,3055,27,car,WEST,NORTH
39,3112,3272,81,car,EAST,SOUTH
49,3538,3588,26,car,WEST,NORTH
50,3716,3752,19,car,WEST,NORTH
59,4065,4109,23,car,WEST,NORTH
60,4129,4175,24,car,WEST,NORTH
62,4305,4359,28,car,WEST,NORTH
63,4430,4478,25,car,WEST,NORTH
64,4410,4728,160,car,WEST,SOUTH
65,4604,4644,21,car,WEST,NORTH
68,5053,5097,23,car,WEST,NORTH
71,5262,5300,20,car,WEST,NORTH
75,5500,5548,25,car,WEST,NORTH
77,5619,5677,30,car,WEST,NORTH
80,5702,5740,20,car,WEST,NORTH
82,5834,5880,24,car,WEST,NORTH
86,5962,6190,115,car,WEST,SOUTH
87,6021,6065,23,car,WEST,NORTH
88,6090,6132,22,car,WEST,NORTH
94,6659,6703,23,car,WEST,NORTH
95,6799,6837,20,car,WEST,NORTH
97,6876,6918,22,car,WEST,NORTH
100,6958,7000,22,car,WEST,NORTH
102,7252,7292,21,car,WEST,NORTH
105,7495,7603,55,car,EAST,SOUTH
111,7659,7707,25,car,WEST,NORTH
119,7977,8015,20,car,WEST,NORTH
121,8022,8066,23,car,WEST,NORTH
122,8146,8192,24,car,WEST,NORTH
123,8201,8251,26,car,WEST,NORTH
125,8403,8443,21,car,WEST,NORTH
129,8712,8924,107,car,EAST,SOUTH
140,9087,9143,29,car,WEST,NORTH
144,9267,9313,24,car,WEST,NORTH
147,9555,9595,21,car,WEST,NORTH
149,9756,9808,27,car,WEST,NORTH
158,9988,10040,27,car,WEST,NORTH
161,10286,10328,22,car,WEST,NORTH
164,10461,10513,27,car,WEST,NORTH
167,10587,10633,24,car,WEST,NORTH
169,10764,10926,82,car,EAST,SOUTH
170,10709,10751,22,car,WEST,NORTH
174,10970,11010,21,car,WEST,NORTH
176,11258,11300,22,car,WEST,NORTH
178,11478,11522,23,car,WEST,NORTH
179,11570,11616,24,car,WEST,NORTH
181,11688,11738,26,car,WEST,NORTH
182,11726,11762,19,car,WEST,NORTH
187,12026,12080,28,car,WEST,NORTH
188,12120,12290,86,car,EAST,SOUTH
189,12077,12111,18,car,WEST,NORTH
192,12594,12638,23,car,WEST,NORTH
193,12678,12878,101,car,EAST,SOUTH
196,12981,13025,23,car,WEST,NORTH
197,13267,13311,23,car,WEST,NORTH
198,13297,13341,23,car,WEST,NORTH
202,13655,13707,27,car,WEST,NORTH
203,13689,13739,26,car,WEST,NORTH
204,13729,13779,26,car,WEST,NORTH
206,13793,13831,20,car,WEST,NORTH
208,13912,13952,21,car,WEST,NORTH
209,14300,14452,77,car,EAST,SOUTH
210,14247,14293,24,car,WEST,NORTH
211,14267,14305,20,car,WEST,NORTH
212,14376,14522,74,car,EAST,SOUTH
217,14508,14556,25,car,WEST,NORTH
219,14532,14584,27,car,WEST,NORTH
220,14567,14617,26,car,WEST,NORTH
224,14611,14659,25,car,WEST,NORTH
225,14664,14708,23,car,WEST,NORTH
226,14753,14807,28,car,WEST,NORTH
229,14994,15080,44,car,WEST,NORTH
230,15040,15104,33,car,WEST,NORTH
233,15185,15869,343,car,EAST,NORTH
234,15118,15168,26,car,WEST,NORTH
237,15248,15298,26,car,WEST,NORTH
240,15344,15384,21,car,WEST,NORTH
242,15393,15437,23,car,WEST,NORTH
243,15433,15475,22,car,WEST,NORTH
244,15577,15707,66,car,EAST,SOUTH
246,15590,15632,22,car,WEST,NORTH
248,15739,15781,22,car,WEST,NORTH
249,15828,16018,96,car,EAST,SOUTH
253,16106,16140,18,car,WEST,NORTH
259,16601,16641,21,car,WEST,NORTH
262,17016,17076,31,car,WEST,NORTH
263,17047,17109,32,car,WEST,NORTH
264,17070,17110,21,car,WEST,NORTH
267,17373,17471,50,car,WEST,NORTH
268,17397,17507,56,car,WEST,NORTH
273,17580,17620,21,car,WEST,NORTH
277,17845,17891,24,car,WEST,NORTH
281,18151,18197,24,car,WEST,NORTH
282,18192,18236,23,car,WEST,NORTH
283,18240,18276,19,car,WEST,NORTH
284,18287,18329,22,car,WEST,NORTH
285,18428,18474,24,car,WEST,NORTH
286,18530,18572,22,car,WEST,NORTH
287,18779,18809,16,car,WEST,NORTH
292,18997,19043,24,car,WEST,NORTH
295,19342,19506,83,car,WEST,SOUTH
296,19524,19574,26,car,WEST,NORTH
304,19892,19942,26,car,WEST,NORTH
305,19997,20049,27,car,WEST,NORTH
309,20206,20250,23,car,WEST,NORTH
311,20285,20321,19,car,WEST,NORTH
313,20415,20459,23,car,WEST,NORTH
316,20699,20751,27,car,WEST,NORTH
318,21001,21049,25,car,WEST,NORTH
320,21035,21075,21,car,WEST,NORTH
324,21248,21512,133,car,EAST,SOUTH
325,21123,22905,892,car,WEST,SOUTH
330,21392,21732,171,car,EAST,SOUTH
332,21296,21358,32,car,WEST,NORTH
335,21378,21430,27,car,WEST,NORTH
341,21510,21558,25,car,WEST,NORTH
342,21547,21595,25,car,WEST,NORTH
343,21771,21831,31,car,WEST,NORTH
344,21806,21862,29,car,WEST,NORTH
345,21850,22904,528,car,WEST,SOUTH
347,21931,21965,18,car,WEST,NORTH
355,22221,22261,21,car,WEST,NORTH
363,22647,22691,23,car,WEST,NORTH
364,22703,22745,22,car,WEST,NORTH
371,23166,23212,24,car,WEST,NORTH
377,23650,23712,32,car,WEST,NORTH
379,23819,23867,25,car,WEST,NORTH
381,23985,24021,19,car,WEST,NORTH
26,2197,2355,80,bicycle,WEST,NORTH
79,5672,5732,31,bicycle,WEST,NORTH
99,6950,7042,47,bicycle,WEST,NORTH
157,9910,10310,201,bicycle,WEST,NORTH
250,15795,15843,25,bicycle,WEST,NORTH
312,20498,20908,206,bicycle,WEST,NORTH
352,22165,22205,21,bicycle,WEST,NORTH
133,8942,9070,65,truck_bus,EAST,SOUTH
256,16317,16377,31,truck_bus,WEST,NORTH
275,17816,18000,93,truck_bus,EAST,SOUTH
276,17955,18129,88,truck_bus,EAST,SOUTH
353,22282,22442,81,truck_bus,EAST,SOUTH
367,23017,23095,40,truck_bus,WEST,NORTH
368,23112,23162,26,truck_bus,WEST,NORTH
