recordingId,frame,uniqueTrackId,sceneId,roadWidth,sceneX,sceneY,sceneXVelocity,sceneYVelocity,sceneXAcceleration,sceneYAcceleration
30,1826,30014,340,20.0,1.922627819527146,9.941824900191541,0.029385941634068047,0.6323692030248296,0.026275188043234365,-0.0392004718504424
30,1828,30014,340,20.0,1.9183485974064878,9.814251694313338,0.021396110603291163,0.6378660293910166,0.03994915515388442,-0.0274841318309349
30,1830,30014,340,20.0,1.9159133244633142,9.686498901601428,0.012176364715867916,0.6387639635595477,0.04609872943711624,-0.004489670842655613
30,1832,30014,340,20.0,1.9152889714850265,9.559131684927124,0.003121764891438339,0.6368360833715236,0.04527299912214788,0.009639400940120169
30,1834,30014,340,20.0,1.9165302764013488,9.432400251722477,-0.006206524581611195,0.6336571660232337,0.04664144736524767,0.0158945867414495
30,1836,30014,340,20.0,1.9196354232441561,9.30608438231928,-0.015525734214036913,0.6315793470159825,0.04659604816212859,0.01038909503625618
30,1838,30014,340,20.0,1.925047047499052,9.180336634335774,-0.027058121274479152,0.6287387399175337,0.0576619353022112,0.014203035492243998
30,1840,30014,340,20.0,1.9317414277087965,9.055022864647018,-0.033471901048722774,0.6265688484437781,0.03206889887121811,0.010849457368777848
30,1842,30014,340,20.0,1.9399424579465,8.930311511502882,-0.041005151188517885,0.6235567657206786,0.037666250698975556,0.015060413615497481
30,1844,30014,340,20.0,1.9489869028772722,8.806115863366994,-0.04522222465386028,0.6209782406794417,0.021085367326711957,0.012892625206184505
30,1846,30014,340,20.0,1.9595960724582309,8.682736938421105,-0.0530458479047935,0.6168946247294471,0.0391181162546661,0.020418079749973117
30,1848,30014,340,20.0,1.9714904893870013,8.560424521447505,-0.05947208464385234,0.6115620848679981,0.03213118369529422,0.026662699307244964
30,1850,30014,340,20.0,1.984633704858091,8.437952410389183,-0.06571607735544882,0.6123605552916089,0.0312199635579824,-0.003992352118054043
30,1852,30014,340,20.0,1.9977261095794598,8.31614687135827,-0.06546202360684372,0.6090276951545626,-0.0012702687430254933,0.016664300685231836
30,1854,30014,340,20.0,2.0099124628124065,8.194379682038313,-0.0609317661647335,0.6088359465997861,-0.022651287210551097,0.000958742773882193
30,1856,30014,340,20.0,2.0218559574231643,8.073007739084092,-0.059717473053788606,0.6068597147711063,-0.006071465554724487,0.009881159143398932
30,1858,30014,340,20.0,2.0340382965018033,7.953231776493208,-0.06091169539319541,0.5988798129544204,0.005971111697034015,0.03989950908342976
30,1860,30014,340,20.0,2.045974735509501,7.834363301177778,-0.059682195038488484,0.5943423765771527,-0.006147501773534625,0.022687181886338337
30,1862,30014,340,20.0,2.0575220939493515,7.716054751135687,-0.05773679219925221,0.5915427502104542,-0.009727014196181383,0.013998131833492522
30,1864,30014,340,20.0,2.068507921454137,7.598153611217384,-0.05492913752392692,0.5895056995915127,-0.014038273376626442,0.010185253094707747
30,1866,30014,340,20.0,2.078935554716357,7.480623980636208,-0.0521381663110998,0.5876481529058797,-0.013954856064135601,0.009287733428164913
30,1868,30014,340,20.0,2.0874604887540267,7.362647320234018,-0.042624670188349256,0.5898833020109517,-0.04756748061375271,-0.01117574552536027
