uniqueTrackId,initialFrame,finalFrame,numFrames,class,horizontalDirection,verticalDirection
83,5807,5953,74,pedestrian,EAST,NORTH
84,5816,5952,69,pedestrian,EAST,NORTH
139,9535,9839,153,pedestrian,WEST,SOUTH
142,9458,9746,145,pedestrian,WEST,SOUTH
5228,17697,17945,125,pedestrian,WEST,SOUTH
6160,12015,12279,133,pedestrian,WEST,SOUTH
6367,25527,25807,141,pedestrian,WEST,SOUTH
1,4,522,260,car,EAST,SOUTH
8,182,266,43,car,WEST,NORTH
9,225,305,41,car,WEST,NORTH
10,262,340,40,car,WEST,NORTH
11,504,580,39,car,WEST,NORTH
18,1082,1146,33,car,WEST,NORTH
20,1124,1192,35,car,WEST,NORTH
22,1528,1594,34,car,WEST,NORTH
23,1706,1786,41,car,WEST,NORTH
24,1770,1844,38,car,WEST,NORTH
27,2073,2153,41,car,WEST,NORTH
29,2113,2201,45,car,WEST,NORTH
33,2611,2683,37,car,WEST,NORTH
37,2905,2979,38,car,WEST,NORTH
38,2951,3039,45,car,WEST,NORTH
49,3490,3570,41,car,WEST,NORTH
50,3680,3740,31,car,WEST,NORTH
55,3938,4000,32,car,WEST,NORTH
59,4023,4093,36,car,WEST,NORTH
60,4087,4159,37,car,WEST,NORTH
62,4255,4339,43,car,WEST,NORTH
63,4386,4460,38,car,WEST,NORTH
65,4564,4628,33,car,WEST,NORTH
68,5009,5083,38,car,WEST,NORTH
71,5226,5288,32,car,WEST,NORTH
75,5454,5532,40,car,WEST,NORTH
77,5567,5657,46,car,WEST,NORTH
80,5664,5728,33,car,WEST,NORTH
82,5778,5864,44,car,WEST,NORTH
87,5979,6051,37,car,WEST,NORTH
88,6050,6116,34,car,WEST,NORTH
94,6613,6687,38,car,WEST,NORTH
95,6765,6825,31,car,WEST,NORTH
97,6834,6902,35,car,WEST,NORTH
100,6916,6984,35,car,WEST,NORTH
102,7214,7278,33,car,WEST,NORTH
111,7611,7689,40,car,WEST,NORTH
118,7913,8005,47,car,WEST,NORTH
119,7931,8001,36,car,WEST,NORTH
121,7980,8050,36,car,WEST,NORTH
122,8102,8178,39,car,WEST,NORTH
123,8157,8233,39,car,WEST,NORTH
125,8367,8429,32,car,WEST,NORTH
140,9037,9123,44,car,WEST,NORTH
144,9225,9295,36,car,WEST,NORTH
147,9515,9581,34,car,WEST,NORTH
149,9704,9794,46,car,WEST,NORTH
158,9940,10024,43,car,WEST,NORTH
161,10244,10314,36,car,WEST,NORTH
164,10415,10497,42,car,WEST,NORTH
165,10433,10499,34,car,WEST,SOUTH
167,10545,10617,37,car,WEST,NORTH
170,10669,10737,35,car,WEST,NORTH
174,10932,10996,33,car,WEST,NORTH
176,11216,11288,37,car,WEST,NORTH
178,11436,11506,36,car,WEST,NORTH
179,11524,11600,39,car,WEST,NORTH
181,11644,11720,39,car,WEST,NORTH
182,11694,11750,29,car,WEST,NORTH
187,11978,12064,44,car,WEST,NORTH
189,12041,12097,29,car,WEST,NORTH
192,12554,12624,36,car,WEST,NORTH
196,12939,13009,36,car,WEST,NORTH
197,13225,13297,37,car,WEST,NORTH
198,13257,13329,37,car,WEST,NORTH
202,13603,13689,44,car,WEST,NORTH
203,13641,13723,42,car,WEST,NORTH
204,13685,13763,40,car,WEST,NORTH
206,13755,13817,32,car,WEST,NORTH
208,13874,13938,33,car,WEST,NORTH
210,14203,14279,39,car,WEST,NORTH
211,14227,14293,34,car,WEST,NORTH
217,14462,14542,41,car,WEST,NORTH
219,14486,14568,42,car,WEST,NORTH
220,14521,14601,41,car,WEST,NORTH
224,14567,14641,38,car,WEST,NORTH
225,14620,14692,37,car,WEST,NORTH
226,14707,14789,42,car,WEST,NORTH
229,14896,15054,80,car,WEST,NORTH
230,14978,15086,55,car,WEST,NORTH
234,15074,15150,39,car,WEST,NORTH
237,15204,15282,40,car,WEST,NORTH
240,15302,15370,35,car,WEST,NORTH
242,15349,15423,38,car,WEST,NORTH
243,15393,15461,35,car,WEST,NORTH
246,15550,15616,34,car,WEST,NORTH
248,15697,15765,35,car,WEST,NORTH
253,16070,16130,31,car,WEST,NORTH
259,16563,16629,34,car,WEST,NORTH
262,16976,17058,42,car,WEST,NORTH
263,16993,17091,50,car,WEST,NORTH
264,17028,17096,35,car,WEST,NORTH
266,17238,17352,58,car,WEST,NORTH
267,17293,17445,77,car,WEST,NORTH
268,17321,17477,79,car,WEST,NORTH
273,17542,17606,33,car,WEST,NORTH
277,17803,17877,38,car,WEST,NORTH
281,18115,18181,34,car,WEST,NORTH
282,18152,18222,36,car,WEST,NORTH
283,18200,18264,33,car,WEST,NORTH
284,18247,18315,35,car,WEST,NORTH
285,18384,18458,38,car,WEST,NORTH
286,18490,18556,34,car,WEST,NORTH
287,18747,18797,26,car,WEST,NORTH
292,18955,19027,37,car,WEST,NORTH
296,19478,19556,40,car,WEST,NORTH
304,19846,19926,41,car,WEST,NORTH
305,19951,20031,41,car,WEST,NORTH
309,20164,20234,36,car,WEST,NORTH
311,20249,20309,31,car,WEST,NORTH
313,20375,20443,35,car,WEST,NORTH
316,20649,20735,44,car,WEST,NORTH
318,20957,21033,39,car,WEST,NORTH
320,20991,21063,37,car,WEST,NORTH
323,21284,21438,78,car,EAST,SOUTH
332,21240,21336,49,car,WEST,NORTH
335,21330,21412,42,car,WEST,NORTH
341,21466,21540,38,car,WEST,NORTH
342,21505,21577,37,car,WEST,NORTH
343,21715,21811,49,car,WEST,NORTH
344,21752,21842,46,car,WEST,NORTH
345,22800,22972,87,car,EAST,SOUTH
347,21895,21953,30,car,WEST,NORTH
355,22183,22247,33,car,WEST,NORTH
363,22605,22675,36,car,WEST,NORTH
364,22661,22729,35,car,WEST,NORTH
371,23120,23196,39,car,WEST,NORTH
373,23380,23446,34,car,EAST,SOUTH
377,23594,23692,50,car,WEST,NORTH
379,23773,23849,39,car,WEST,NORTH
381,23949,24009,31,car,WEST,NORTH
79,5614,5710,49,bicycle,WEST,NORTH
99,6864,7018,78,bicycle,WEST,NORTH
250,15743,15827,43,bicycle,WEST,NORTH
352,22115,22191,39,bicycle,WEST,NORTH
256,16265,16359,48,truck_bus,WEST,NORTH
367,22967,23069,52,truck_bus,WEST,NORTH
368,23066,23146,41,truck_bus,WEST,NORTH
1015,732,802,36,car,WEST,NORTH
1019,1034,1108,38,car,WEST,NORTH
1021,1081,1147,34,car,WEST,NORTH
1028,1359,1437,40,car,WEST,NORTH
1032,1530,1598,35,car,WEST,NORTH
1038,1710,1780,36,car,WEST,NORTH
1040,1732,1804,37,car,WEST,NORTH
1042,1857,1921,33,car,WEST,NORTH
1044,2089,2143,28,car,WEST,NORTH
1046,2255,2311,29,car,WEST,NORTH
1053,3429,3487,30,car,WEST,NORTH
1054,3518,3582,33,car,WEST,NORTH
1058,3658,3736,40,car,WEST,NORTH
1059,3702,3780,40,car,WEST,NORTH
1063,3847,3925,40,car,WEST,NORTH
1065,3887,3967,41,car,WEST,NORTH
1066,3979,4061,42,car,WEST,NORTH
1068,4158,4228,36,car,WEST,NORTH
1069,4551,4629,40,car,WEST,NORTH
1070,4596,4664,35,car,WEST,NORTH
1072,4741,4813,37,car,WEST,NORTH
1075,4887,4945,30,car,WEST,NORTH
1077,5148,5210,32,car,WEST,NORTH
1078,5322,5400,40,car,WEST,NORTH
1079,5375,5447,37,car,WEST,NORTH
1084,5768,5846,40,car,WEST,NORTH
1087,5809,5875,34,car,WEST,NORTH
1091,6281,6363,42,car,WEST,NORTH
1092,6341,6417,39,car,WEST,NORTH
1094,6406,6480,38,car,WEST,NORTH
1095,6513,6593,41,car,WEST,NORTH
1096,6595,6669,38,car,WEST,NORTH
1097,6653,6747,48,car,WEST,NORTH
1099,6813,6895,42,car,WEST,NORTH
1107,7239,7305,34,car,WEST,NORTH
1111,7399,7477,40,car,WEST,NORTH
1112,7427,7503,39,car,WEST,NORTH
1116,7676,7752,39,car,WEST,NORTH
1118,8071,8139,35,car,WEST,NORTH
1121,8193,8261,35,car,WEST,NORTH
1123,8387,8463,39,car,WEST,NORTH
1125,8493,8561,35,car,WEST,NORTH
1126,8698,8764,34,car,WEST,NORTH
1127,8899,8979,41,car,WEST,NORTH
1137,9630,9692,32,car,WEST,NORTH
1138,9760,9832,37,car,WEST,NORTH
1140,9869,9941,37,car,WEST,NORTH
1148,10237,10299,32,car,WEST,NORTH
1152,10635,10699,33,car,WEST,NORTH
1156,11332,11412,41,car,WEST,NORTH
1162,11608,11690,42,car,WEST,NORTH
1167,11771,11859,45,car,WEST,NORTH
1168,11822,11914,47,car,WEST,NORTH
1169,11881,11969,45,car,WEST,NORTH
1170,12029,12399,186,car,EAST,SOUTH
1171,11918,11998,41,car,WEST,NORTH
1173,12114,12192,40,car,WEST,NORTH
1175,12326,12404,40,car,WEST,NORTH
1177,12413,12485,37,car,WEST,NORTH
1180,12450,12514,33,car,WEST,NORTH
1181,12566,12656,46,car,WEST,NORTH
1183,12594,12660,34,car,WEST,NORTH
1185,12840,12918,40,car,WEST,NORTH
1186,12874,12948,38,car,WEST,NORTH
1188,12925,13001,39,car,WEST,NORTH
1189,12982,13056,38,car,WEST,NORTH
1191,13033,13101,35,car,WEST,NORTH
1192,13152,13226,38,car,WEST,NORTH
1194,13791,13877,44,car,WEST,NORTH
1196,13847,13913,34,car,WEST,NORTH
1197,13991,14053,32,car,WEST,NORTH
1201,14467,14541,38,car,WEST,NORTH
1202,14531,14601,36,car,WEST,NORTH
1204,14579,14651,37,car,WEST,NORTH
1205,14634,14698,33,car,WEST,NORTH
1209,14781,14849,35,car,WEST,NORTH
1213,14926,15008,42,car,WEST,NORTH
1215,14998,15082,43,car,WEST,NORTH
1218,15106,15190,43,car,WEST,NORTH
1220,15178,15266,45,car,WEST,NORTH
1221,15210,15282,37,car,WEST,NORTH
1222,15244,15322,40,car,WEST,NORTH
1223,15300,15388,45,car,WEST,NORTH
1224,15332,15416,43,car,WEST,NORTH
1225,15428,15504,39,car,WEST,NORTH
1226,15452,15522,36,car,WEST,NORTH
1227,15478,15558,41,car,WEST,NORTH
1228,15564,15646,42,car,WEST,NORTH
1229,15595,15675,41,car,WEST,NORTH
1230,15714,15788,38,car,WEST,NORTH
