uniqueTrackId,initialFrame,finalFrame,numFrames,class,horizontalDirection,verticalDirection
18339,22476,22616,71,pedestrian,WEST,SOUTH
18356,24354,24432,40,pedestrian,EAST,SOUTH
18365,24188,24372,93,pedestrian,EAST,NORTH
19072,4544,4762,110,pedestrian,WEST,SOUTH
19081,4711,4795,43,pedestrian,WEST,SOUTH
19094,6012,6202,96,pedestrian,WEST,SOUTH
19343,23442,23550,55,pedestrian,WEST,SOUTH
20283,17872,17904,17,pedestrian,EAST,SOUTH
20287,17911,18081,86,pedestrian,EAST,SOUTH
20325,20621,20759,70,pedestrian,EAST,SOUTH
20377,24750,24812,32,pedestrian,WEST,SOUTH
21112,4828,4922,48,pedestrian,EAST,SOUTH
21306,16492,16714,112,pedestrian,EAST,NORTH
21358,20382,20552,86,pedestrian,EAST,SOUTH
21359,20435,20499,33,pedestrian,EAST,SOUTH
22016,564,886,162,pedestrian,WEST,NORTH
22066,2223,2365,72,pedestrian,EAST,SOUTH
22101,4016,4048,17,pedestrian,EAST,SOUTH
22226,11708,11898,96,pedestrian,WEST,NORTH
22250,13142,13228,44,pedestrian,WEST,SOUTH
22313,17044,17308,133,pedestrian,WEST,SOUTH
22540,29148,29176,15,pedestrian,EAST,NORTH
23237,12618,12654,19,pedestrian,WEST,NORTH
23395,20563,20785,112,pedestrian,EAST,NORTH
23423,21988,22040,27,pedestrian,WEST,NORTH
23437,22753,22961,105,pedestrian,EAST,NORTH
24211,10226,10392,84,pedestrian,WEST,SOUTH
24253,12494,12630,69,pedestrian,WEST,NORTH
25288,16671,16837,84,pedestrian,WEST,SOUTH
25300,16806,16942,69,pedestrian,EAST,NORTH
25445,25433,25699,134,pedestrian,WEST,SOUTH
25472,27558,27772,108,pedestrian,WEST,NORTH
26085,3962,4100,70,pedestrian,WEST,SOUTH
26161,7503,7673,86,pedestrian,EAST,SOUTH
26223,11354,11586,117,pedestrian,WEST,NORTH
26231,11419,11561,72,pedestrian,WEST,NORTH
26285,14860,14912,27,pedestrian,EAST,NORTH
26451,26359,26659,151,pedestrian,WEST,NORTH
26475,27632,27890,130,pedestrian,EAST,NORTH
27258,14207,14435,115,pedestrian,WEST,SOUTH
27374,20743,20915,87,pedestrian,WEST,SOUTH
27530,30324,30534,106,pedestrian,WEST,SOUTH
27552,30876,30926,26,pedestrian,EAST,SOUTH
28123,7493,7557,33,pedestrian,EAST,SOUTH
28206,11246,11332,44,pedestrian,WEST,SOUTH
28242,13466,13630,83,pedestrian,WEST,NORTH
