uniqueTrackId,initialFrame,finalFrame,numFrames,class,horizontalDirection,verticalDirection
32138,7556,7586,16,pedestrian,WEST,NORTH
32368,20805,20851,24,pedestrian,EAST,NORTH
32379,20808,20854,24,pedestrian,EAST,NORTH
30085,5919,6029,56,car,EAST,NORTH
30091,6286,6378,47,car,EAST,NORTH
30116,8361,8487,64,car,EAST,NORTH
30126,8989,9131,72,car,EAST,SOUTH
30162,11522,11606,43,car,EAST,NORTH
30208,14388,14510,62,car,EAST,NORTH
30313,19889,19999,56,car,EAST,NORTH
30352,22586,22700,58,car,EAST,NORTH
30388,24145,24291,74,car,EAST,NORTH
30391,24219,24357,70,car,EAST,NORTH
30019,1906,2110,103,bicycle,EAST,NORTH
30018,1816,2026,106,truck_bus,EAST,NORTH
30057,4390,4498,55,truck_bus,EAST,NORTH
31051,2194,2300,54,car,EAST,NORTH
31052,2253,2357,53,car,EAST,NORTH
31082,4531,4619,45,car,EAST,NORTH
31111,6509,6611,52,car,EAST,NORTH
31117,6795,6899,53,car,EAST,NORTH
31145,8404,8546,72,car,EAST,NORTH
31146,8636,8724,45,car,EAST,NORTH
31176,10759,10863,53,car,EAST,NORTH
31207,12928,13032,53,car,EAST,NORTH
31249,15463,15551,45,car,EAST,NORTH
31251,15668,15766,50,car,EAST,NORTH
31304,20185,20909,363,car,EAST,NORTH
31310,20406,20970,283,car,EAST,NORTH
31335,22203,22325,62,car,EAST,NORTH
31350,22943,23039,49,car,EAST,NORTH
31199,12612,12754,72,truck_bus,EAST,NORTH
32036,1776,1868,47,car,EAST,NORTH
32076,3923,4033,56,car,EAST,NORTH
32082,4167,4283,59,car,EAST,NORTH
32125,6542,6638,49,car,EAST,NORTH
32148,7879,8005,64,car,EAST,NORTH
32177,8978,9088,56,car,EAST,NORTH
32197,9997,10305,155,car,EAST,NORTH
32207,10499,10591,47,car,EAST,NORTH
32211,10620,10716,49,car,EAST,NORTH
32213,10677,10775,50,car,EAST,NORTH
32258,13084,13200,59,car,EAST,NORTH
32260,13135,13265,66,car,EAST,NORTH
32263,13250,13382,67,car,EAST,NORTH
32315,16214,16326,57,car,EAST,NORTH
32329,17478,17566,45,car,EAST,NORTH
32408,22042,22226,93,car,EAST,NORTH
32427,23295,23457,82,car,EAST,NORTH
32453,24522,24604,42,car,EAST,NORTH
32464,25084,25192,55,car,EAST,NORTH
