uniqueTrackId,initialFrame,finalFrame,numFrames,class,horizontalDirection,verticalDirection
7031,2837,2929,47,pedestrian,WEST,SOUTH
7038,3339,3443,53,pedestrian,EAST,NORTH
7039,2862,2928,34,pedestrian,WEST,SOUTH
7048,4054,4152,50,pedestrian,EAST,NORTH
7073,8830,8936,54,pedestrian,EAST,NORTH
7077,9744,9848,53,pedestrian,WEST,SOUTH
7091,11711,11813,52,pedestrian,EAST,SOUTH
7112,14831,14925,48,pedestrian,WEST,SOUTH
8115,8104,8204,51,pedestrian,EAST,SOUTH
8138,9628,9766,70,pedestrian,EAST,NORTH
8141,9655,9789,68,pedestrian,EAST,NORTH
8142,9462,9560,50,pedestrian,EAST,SOUTH
8143,9455,9559,53,pedestrian,EAST,SOUTH
8163,10768,10900,67,pedestrian,WEST,SOUTH
8213,14472,14578,54,pedestrian,WEST,SOUTH
8215,14467,14575,55,pedestrian,WEST,SOUTH
8265,18152,18252,51,pedestrian,WEST,SOUTH
8299,20143,20247,53,pedestrian,WEST,SOUTH
8363,23901,24015,58,pedestrian,WEST,SOUTH
8375,24643,24733,46,pedestrian,EAST,SOUTH
9002,472,572,51,pedestrian,WEST,NORTH
9061,4977,5075,50,pedestrian,EAST,SOUTH
9096,7987,8079,47,pedestrian,EAST,SOUTH
9100,8433,8545,57,pedestrian,EAST,NORTH
9126,11076,11172,49,pedestrian,WEST,SOUTH
9155,13171,13273,52,pedestrian,EAST,SOUTH
9210,18293,18401,55,pedestrian,EAST,SOUTH
10072,5775,5865,46,pedestrian,WEST,SOUTH
10081,6573,6673,51,pedestrian,EAST,SOUTH
11071,6097,6195,50,pedestrian,EAST,SOUTH
11133,10931,11031,51,pedestrian,EAST,SOUTH
11239,18152,18244,47,pedestrian,EAST,NORTH
12001,170,308,70,pedestrian,WEST,SOUTH
12059,6031,6137,54,pedestrian,EAST,SOUTH
12121,11769,11901,67,pedestrian,WEST,SOUTH
12153,13307,13433,64,pedestrian,WEST,SOUTH
12154,13311,13435,63,pedestrian,WEST,SOUTH
12156,13277,13385,55,pedestrian,EAST,NORTH
12207,16806,16894,45,pedestrian,EAST,NORTH
12257,20205,20301,49,pedestrian,WEST,SOUTH
12263,20592,20684,47,pedestrian,EAST,NORTH
12310,23195,23289,48,pedestrian,EAST,SOUTH
12316,23472,23570,50,pedestrian,WEST,SOUTH
12351,26351,26451,51,pedestrian,EAST,NORTH
12358,26380,26484,53,pedestrian,WEST,NORTH
13047,3260,3346,44,pedestrian,EAST,SOUTH
13048,3542,3626,43,pedestrian,WEST,SOUTH
13096,6634,6744,56,pedestrian,EAST,NORTH
13121,8422,8538,59,pedestrian,EAST,NORTH
13136,9547,9647,51,pedestrian,WEST,SOUTH
13146,10113,10217,53,pedestrian,EAST,NORTH
13182,13486,13584,50,pedestrian,WEST,SOUTH
13236,17538,17630,47,pedestrian,EAST,SOUTH
13240,17826,17942,59,pedestrian,EAST,NORTH
13241,17827,17941,58,pedestrian,EAST,NORTH
13244,17873,17965,47,pedestrian,WEST,SOUTH
13246,17946,18046,51,pedestrian,WEST,SOUTH
13250,18035,18125,46,pedestrian,WEST,SOUTH
13252,18036,18128,47,pedestrian,EAST,SOUTH
13269,19343,19443,51,pedestrian,WEST,SOUTH
13278,19342,19444,52,pedestrian,EAST,SOUTH
13304,22091,22189,50,pedestrian,EAST,NORTH
14050,4302,4424,62,pedestrian,WEST,SOUTH
14060,5320,5420,51,pedestrian,EAST,SOUTH
14134,10106,10206,51,pedestrian,WEST,SOUTH
14136,10107,10207,51,pedestrian,WEST,SOUTH
14145,10743,10833,46,pedestrian,WEST,SOUTH
14151,10949,11057,55,pedestrian,EAST,NORTH
14176,12827,12919,47,pedestrian,WEST,SOUTH
14203,13956,14050,48,pedestrian,EAST,NORTH
14221,15009,15093,43,pedestrian,WEST,SOUTH
14282,18789,18901,57,pedestrian,WEST,NORTH
14336,22776,22884,55,pedestrian,WEST,SOUTH
14343,23220,23326,54,pedestrian,WEST,SOUTH
15046,3912,3998,44,pedestrian,EAST,NORTH
15067,5492,5608,59,pedestrian,EAST,NORTH
15069,5475,5595,61,pedestrian,EAST,NORTH
15073,5467,5585,60,pedestrian,EAST,NORTH
15080,5481,5601,61,pedestrian,EAST,NORTH
15093,6998,7096,50,pedestrian,EAST,NORTH
15181,14465,14555,46,pedestrian,WEST,NORTH
15197,15069,15145,39,pedestrian,WEST,SOUTH
15233,18505,18607,52,pedestrian,EAST,NORTH
15248,20062,20168,54,pedestrian,EAST,SOUTH
15302,25104,25268,83,pedestrian,WEST,SOUTH
15307,24962,25060,50,pedestrian,WEST,SOUTH
15312,25314,25416,52,pedestrian,WEST,NORTH
16002,316,412,49,pedestrian,WEST,SOUTH
16016,1005,1097,47,pedestrian,EAST,SOUTH
16020,1122,1220,50,pedestrian,WEST,SOUTH
16050,3365,3475,56,pedestrian,EAST,SOUTH
16061,3556,3652,49,pedestrian,WEST,SOUTH
16080,4934,5030,49,pedestrian,EAST,SOUTH
16081,4932,5034,52,pedestrian,EAST,SOUTH
16114,6981,7067,44,pedestrian,WEST,SOUTH
16155,10628,10734,54,pedestrian,WEST,NORTH
16159,10668,10762,48,pedestrian,WEST,SOUTH
16204,13462,13568,54,pedestrian,WEST,SOUTH
16222,15460,15570,56,pedestrian,WEST,SOUTH
16235,16107,16211,53,pedestrian,EAST,NORTH
16288,20006,20102,49,pedestrian,EAST,SOUTH
16291,20211,20335,63,pedestrian,EAST,NORTH
16294,20168,20276,55,pedestrian,WEST,SOUTH
16318,21534,21632,50,pedestrian,EAST,SOUTH
16335,22774,22876,52,pedestrian,EAST,SOUTH
16407,27831,27939,55,pedestrian,WEST,NORTH
16413,27879,27961,42,pedestrian,WEST,SOUTH
16434,29114,29238,63,pedestrian,EAST,NORTH
17048,3824,3906,42,pedestrian,WEST,SOUTH
17053,4117,4207,46,pedestrian,WEST,SOUTH
17147,10317,10409,47,pedestrian,EAST,SOUTH
17162,11240,11328,45,pedestrian,EAST,NORTH
17320,22482,22602,61,pedestrian,WEST,SOUTH
7011,319,347,15,car,WEST,SOUTH
7022,842,870,15,car,WEST,SOUTH
7028,1595,1887,147,car,EAST,SOUTH
7040,2955,2983,15,car,WEST,SOUTH
7061,6690,6770,41,car,WEST,NORTH
7062,6790,6894,53,car,WEST,NORTH
7067,7252,7706,228,car,EAST,NORTH
7070,7488,7534,24,car,WEST,SOUTH
7071,7563,7613,26,car,WEST,SOUTH
7072,8017,8051,18,car,WEST,SOUTH
7076,9165,9199,18,car,WEST,SOUTH
7085,9745,9773,15,car,WEST,SOUTH
7088,9937,9967,16,car,WEST,SOUTH
7099,11894,11922,15,car,WEST,SOUTH
7102,12457,12483,14,car,WEST,SOUTH
7104,12924,12960,19,car,WEST,SOUTH
7106,13024,13052,15,car,WEST,SOUTH
7113,14514,14550,19,car,WEST,SOUTH
7117,15539,15569,16,car,WEST,SOUTH
7118,15516,15906,196,car,EAST,NORTH
7120,15671,15701,16,car,WEST,SOUTH
7124,15897,15933,19,car,WEST,SOUTH
7125,15941,15979,20,car,WEST,SOUTH
7126,15983,16021,20,car,WEST,SOUTH
7132,16755,16791,19,car,WEST,SOUTH
7135,16797,16835,20,car,WEST,SOUTH
7138,17565,17589,13,car,WEST,SOUTH
7151,19407,19481,38,car,WEST,SOUTH
7152,19461,19489,15,car,WEST,SOUTH
7154,19721,19757,19,car,WEST,SOUTH
7159,20448,20472,13,car,WEST,SOUTH
7163,21550,21578,15,car,WEST,SOUTH
7166,21932,21954,12,car,WEST,SOUTH
7182,23850,23874,13,car,WEST,SOUTH
7200,25505,25599,48,car,WEST,SOUTH
7204,25801,25873,37,car,WEST,SOUTH
708300,9585,9819,240,bicycle,EAST,NORTH
708301,10001,10089,94,bicycle,WEST,SOUTH
7178,23008,23082,38,bicycle,WEST,SOUTH
7179,23138,23192,28,bicycle,WEST,SOUTH
7183,23973,24041,35,bicycle,WEST,SOUTH
7190,24683,25787,553,bicycle,WEST,SOUTH
7206,26192,26262,36,bicycle,WEST,SOUTH
7068,7418,7470,27,truck_bus,WEST,SOUTH
7158,20314,20336,12,truck_bus,WEST,SOUTH
7194,25128,25230,52,truck_bus,WEST,SOUTH
7198,25384,25464,41,truck_bus,WEST,SOUTH
8000,4,412,205,car,EAST,NORTH
8010,265,289,13,car,WEST,SOUTH
8012,555,585,16,car,WEST,SOUTH
8021,1330,1358,15,car,WEST,SOUTH
8022,1404,1428,13,car,WEST,SOUTH
8028,1568,1596,15,car,WEST,SOUTH
8056,3849,3879,16,car,WEST,SOUTH
8057,3879,3911,17,car,WEST,SOUTH
8058,3944,3976,17,car,WEST,SOUTH
8069,4497,4533,19,car,WEST,SOUTH
8071,4560,4594,18,car,WEST,SOUTH
8072,4638,4670,17,car,WEST,SOUTH
8073,4747,4781,18,car,WEST,SOUTH
8075,4825,4845,11,car,WEST,SOUTH
8081,5172,5204,17,car,WEST,SOUTH
8096,5924,5952,15,car,WEST,SOUTH
8099,6051,6075,13,car,WEST,SOUTH
8109,7148,7174,14,car,WEST,SOUTH
8111,7532,7560,15,car,WEST,SOUTH
8117,7650,7674,13,car,WEST,SOUTH
8124,8357,8379,12,car,WEST,SOUTH
8125,8449,8477,15,car,WEST,SOUTH
8139,8871,8903,17,car,WEST,SOUTH
8152,9502,9532,16,car,WEST,SOUTH
8156,9679,9713,18,car,WEST,SOUTH
8166,10697,10727,16,car,WEST,SOUTH
8167,10738,10768,16,car,WEST,SOUTH
8199,13224,13248,13,car,WEST,SOUTH
8205,13567,13597,16,car,WEST,SOUTH
8236,15636,15662,14,car,WEST,SOUTH
8245,16257,16289,17,car,WEST,SOUTH
8248,16443,16471,15,car,WEST,SOUTH
8251,16566,16594,15,car,WEST,SOUTH
8253,16670,16698,15,car,WEST,SOUTH
8285,18893,18941,25,car,WEST,SOUTH
8287,18928,18976,25,car,WEST,SOUTH
8293,19096,19130,18,car,WEST,SOUTH
8317,20833,20879,24,car,WEST,SOUTH
8320,20939,20979,21,car,WEST,SOUTH
8321,20987,21033,24,car,WEST,SOUTH
8329,21425,21475,26,car,WEST,SOUTH
8331,21443,21533,46,car,WEST,NORTH
8336,21806,21840,18,car,WEST,SOUTH
