recordingId,frame,uniqueTrackId,sceneId,roadWidth,sceneX,sceneY,sceneXVelocity,sceneYVelocity,sceneXAcceleration,sceneYAcceleration
0,5807,83,441,18.0,-3.9654495980170985,-8.962437522978115,-0.239541905390519,-0.8930302055708417,-0.03198059882967286,0.16263703083407854
0,5809,83,441,18.0,-3.9176458737122957,-8.777536694579236,-0.2390186215240142,-0.9245041419943956,-0.0026164193325239893,0.15736968211776947
0,5811,83,441,18.0,-3.8695930682717377,-8.586704217287524,-0.24026402720279005,-0.9541623864585613,0.00622702839387923,0.1482912223208288
0,5813,83,441,18.0,-3.822127168508813,-8.391418646495167,-0.2373294988146224,-0.9764278539617877,-0.014672641940838282,0.11132733751613166
0,5815,83,441,18.0,-3.7752677199189026,-8.190830206953287,-0.23429724294955268,-1.0029421977094,-0.015161279325348609,0.1325717187380615
0,5817,83,441,18.0,-3.7281216991460275,-7.982982905490691,-0.23573010386437554,-1.0392365073129772,0.007164304574114322,0.18147154801788634
0,5819,83,441,18.0,-3.680122671579369,-7.7681040125005785,-0.23999513783329318,-1.0743944649505632,0.02132516984458821,0.17578978818793
0,5821,83,441,18.0,-3.6326060581297863,-7.547441506745106,-0.2375830672479129,-1.1033125287773604,-0.012060352926901441,0.1445903191339859
0,5823,83,441,18.0,-3.5852037938618997,-7.321648862174301,-0.23701132133943315,-1.1289632228540247,-0.0028587295423987413,0.12825347038332158
0,5825,83,441,18.0,-3.5356905144436293,-7.088820756351046,-0.2475663970913522,-1.1641405291162776,0.05277537875959526,0.17588653131126453
0,5827,83,441,18.0,-3.4845989177454957,-6.8490506396833535,-0.25545798349066784,-1.1988505833384622,0.03945793199657821,0.1735502711109227
0,5829,83,441,18.0,-3.4323466124606177,-6.6053993948837135,-0.26126152642439004,-1.2182562239981998,0.029017714668611028,0.097028203298688
0,5831,83,441,18.0,-3.3794388146437035,-6.35588599778816,-0.26453898908457063,-1.247566985477766,0.016387313300902928,0.1465538073978312
0,5833,83,441,18.0,-3.325283988533401,-6.101972291563067,-0.2707741305515121,-1.2695685311254667,0.031175707334707425,0.11000772823850369
0,5835,83,441,18.0,-3.2702490064652983,-5.843573395766733,-0.27517491034051433,-1.2919944789816684,0.02200389894501109,0.11212973928100833
0,5837,83,441,18.0,-3.216065646254809,-5.582888184110409,-0.2709168010524454,-1.3034260582816204,-0.02129054644034456,0.057157896499759886
0,5839,83,441,18.0,-3.1627992428482927,-5.321133304178566,-0.26633201703258225,-1.3087743996592183,-0.022923920099315875,0.02674170688798938
0,5841,83,441,18.0,-3.10862067793421,-5.055814036307101,-0.2708928245704145,-1.3265963393573221,0.022804037689161394,0.0891096984905193
