uniqueTrackId,initialFrame,finalFrame,numFrames,class,horizontalDirection,verticalDirection
18061,3208,3292,43,pedestrian,WEST,SOUTH
18128,7675,7823,75,pedestrian,WEST,NORTH
18185,12461,12551,46,pedestrian,EAST,NORTH
18211,13675,13777,52,pedestrian,WEST,NORTH
18262,17691,17819,65,pedestrian,WEST,SOUTH
18299,20716,20832,59,pedestrian,EAST,NORTH
18365,24732,24834,52,pedestrian,WEST,SOUTH
18375,24717,24829,57,pedestrian,EAST,NORTH
19034,2255,2343,45,pedestrian,WEST,SOUTH
19047,2298,2362,33,pedestrian,EAST,SOUTH
19053,3136,3238,52,pedestrian,WEST,SOUTH
19090,5394,5488,48,pedestrian,WEST,NORTH
19112,7315,7423,55,pedestrian,EAST,NORTH
19157,11031,11139,55,pedestrian,EAST,SOUTH
19203,15428,15518,46,pedestrian,WEST,SOUTH
19211,15838,15930,47,pedestrian,WEST,SOUTH
19233,17115,17221,54,pedestrian,WEST,SOUTH
19281,20130,20218,45,pedestrian,WEST,SOUTH
19282,20120,20228,55,pedestrian,WEST,SOUTH
19283,20103,20219,59,pedestrian,WEST,SOUTH
20054,2547,2669,62,pedestrian,WEST,SOUTH
20060,3572,3686,58,pedestrian,EAST,NORTH
20095,4705,4811,54,pedestrian,WEST,NORTH
20169,8962,9056,48,pedestrian,WEST,NORTH
20232,14100,14206,54,pedestrian,WEST,SOUTH
20260,16051,16147,49,pedestrian,WEST,SOUTH
20265,16447,16539,47,pedestrian,WEST,SOUTH
20339,22208,22248,21,pedestrian,EAST,SOUTH
20377,24406,24492,44,pedestrian,WEST,NORTH
20402,27011,27101,46,pedestrian,WEST,SOUTH
20432,28494,28626,67,pedestrian,WEST,SOUTH
20460,30197,30289,47,pedestrian,EAST,NORTH
21001,314,434,61,pedestrian,WEST,SOUTH
21003,340,434,48,pedestrian,WEST,SOUTH
21089,3693,3813,61,pedestrian,EAST,NORTH
21115,4911,5035,63,pedestrian,WEST,SOUTH
21119,4918,5044,64,pedestrian,WEST,SOUTH
21120,4934,5030,49,pedestrian,WEST,SOUTH
21121,5208,5302,48,pedestrian,WEST,SOUTH
21128,6823,6893,36,pedestrian,EAST,SOUTH
21132,6693,6791,50,pedestrian,WEST,SOUTH
21158,7810,7894,43,pedestrian,WEST,SOUTH
21175,8876,8984,55,pedestrian,WEST,SOUTH
21217,11764,11870,54,pedestrian,EAST,SOUTH
21250,13332,13428,49,pedestrian,WEST,SOUTH
21299,16575,16677,52,pedestrian,EAST,NORTH
21326,17488,17608,61,pedestrian,WEST,SOUTH
21463,27166,27266,51,pedestrian,WEST,SOUTH
21486,28063,28163,51,pedestrian,WEST,SOUTH
21510,29222,29334,57,pedestrian,WEST,SOUTH
21526,30525,30617,47,pedestrian,EAST,NORTH
21531,30163,30337,88,pedestrian,EAST,NORTH
21537,30190,30304,58,pedestrian,WEST,NORTH
22042,1561,1649,45,pedestrian,EAST,NORTH
22151,7239,7355,59,pedestrian,WEST,SOUTH
22263,13668,13774,54,pedestrian,EAST,NORTH
22265,13999,14101,52,pedestrian,WEST,SOUTH
22292,16024,16134,56,pedestrian,EAST,NORTH
22303,16031,16137,54,pedestrian,EAST,NORTH
22313,16542,16658,59,pedestrian,WEST,NORTH
22314,17076,17190,58,pedestrian,WEST,SOUTH
22497,28360,28474,58,pedestrian,WEST,SOUTH
22510,28673,28795,62,pedestrian,WEST,SOUTH
22519,28537,28571,18,pedestrian,WEST,NORTH
22540,29458,29564,54,pedestrian,EAST,SOUTH
23089,4002,4122,61,pedestrian,WEST,NORTH
23090,4475,4583,55,pedestrian,EAST,NORTH
23118,5607,5643,19,pedestrian,WEST,SOUTH
23121,6549,6645,49,pedestrian,EAST,SOUTH
23136,7107,7221,58,pedestrian,EAST,SOUTH
23153,8255,8375,61,pedestrian,WEST,SOUTH
23169,9483,9577,48,pedestrian,EAST,NORTH
23199,10103,10129,14,pedestrian,WEST,NORTH
23201,10572,10654,42,pedestrian,WEST,SOUTH
23281,15635,15733,50,pedestrian,EAST,NORTH
23315,16965,17087,62,pedestrian,WEST,SOUTH
23353,18514,18606,47,pedestrian,WEST,NORTH
23356,18479,18601,62,pedestrian,WEST,NORTH
23357,18561,18713,77,pedestrian,WEST,NORTH
23359,18598,18756,80,pedestrian,WEST,NORTH
23412,22062,22154,47,pedestrian,EAST,NORTH
23485,26268,26366,50,pedestrian,WEST,SOUTH
23511,28100,28208,55,pedestrian,EAST,SOUTH
23512,28118,28212,48,pedestrian,EAST,SOUTH
24002,208,332,63,pedestrian,WEST,SOUTH
24037,1624,1726,52,pedestrian,WEST,SOUTH
24072,5242,5346,53,pedestrian,WEST,SOUTH
24073,2695,2803,55,pedestrian,WEST,SOUTH
24108,4616,4712,49,pedestrian,EAST,NORTH
24188,8863,8961,50,pedestrian,WEST,SOUTH
24234,11430,11512,42,pedestrian,WEST,SOUTH
24241,11934,12018,43,pedestrian,WEST,SOUTH
24244,11958,12038,41,pedestrian,WEST,SOUTH
24283,14004,14108,53,pedestrian,WEST,SOUTH
24342,18209,18261,27,pedestrian,EAST,NORTH
24343,18188,18250,32,pedestrian,EAST,NORTH
25093,4171,4283,57,pedestrian,WEST,SOUTH
25094,4138,4292,78,pedestrian,WEST,SOUTH
25123,6489,6581,47,pedestrian,WEST,SOUTH
25143,8208,8314,54,pedestrian,EAST,NORTH
25148,8378,8450,37,pedestrian,EAST,NORTH
25195,11551,11637,44,pedestrian,WEST,NORTH
25250,14436,14538,52,pedestrian,EAST,SOUTH
25288,16143,16255,57,pedestrian,EAST,NORTH
25300,17272,17330,30,pedestrian,EAST,SOUTH
25358,20321,20421,51,pedestrian,WEST,SOUTH
25405,24065,24241,89,pedestrian,WEST,SOUTH
25452,26074,26166,47,pedestrian,WEST,SOUTH
25486,28015,28129,58,pedestrian,WEST,SOUTH
25530,30996,31140,73,pedestrian,WEST,SOUTH
26003,550,678,65,pedestrian,EAST,NORTH
26048,3478,3640,82,pedestrian,EAST,NORTH
26103,4614,4654,21,pedestrian,WEST,NORTH
26119,6382,6492,56,pedestrian,EAST,NORTH
26143,6377,6465,45,pedestrian,EAST,NORTH
26189,9705,9851,74,pedestrian,WEST,SOUTH
26268,14860,14960,51,pedestrian,EAST,NORTH
26274,14860,14942,42,pedestrian,WEST,NORTH
26370,21171,21259,45,pedestrian,EAST,NORTH
26437,25293,25385,47,pedestrian,WEST,SOUTH
26476,27989,28113,63,pedestrian,WEST,SOUTH
